Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Code Audit,Meta viewport configured correctly,High,Yes,Yes,"static/index.html: meta name=viewport content=width=device-width initial-scale=1. nav-button-example.html also correct. No user-scalable=no or maximum-scale=1 found.",ui.frontend/src/main/webpack/static/index.html:7
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,IDs,Code Audit,No duplicate IDs,Critical,Yes,Yes,"Components use dynamic IDs via Handlebars {{id}} template variables (audio-player form-elements tabs). No static duplicate IDs found in component templates.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,No invalid HTML nesting,Critical,Yes,Yes,"HBS templates reviewed show correct nesting. No block elements inside inline elements. Tables use correct structure. Lists use li inside ul/ol.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,HTML validates without errors,Critical,Yes,Yes,"No structural HTML validation errors detected in manual review. The text.hbs table missing thead is a minor issue but overall structure is valid HTML.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA roles do not duplicate native semantics,High,Yes,Yes,"ARIA roles used appropriately: role=listbox on div role=option on div role=tablist/tab/tabpanel on div. role=search on form adds semantics. No role=button on button found.",ui.frontend/src/main/webpack/components/tabs/tabs.hbs
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,Avoid misuse of ARIA roles,High,Yes,Yes,"ARIA roles match widget patterns: tabs use tablist/tab/tabpanel correctly dropdown uses listbox/option carousel uses region/group overlay.hbs uses role=dialog with aria-modal=true.",ui.frontend/src/main/webpack/components/overlay/overlay.hbs
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA used only when necessary,Medium,No,Yes,"ARIA roles only appear on non-semantic container elements where native semantics do not exist (div-based custom widgets: tabs dropdown carousel dialog). Not applied redundantly to semantic elements.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Code Audit,Meta tags do not block zoom,Medium,No,Yes,"static/index.html viewport meta: width=device-width initial-scale=1 — no user-scalable=no or maximum-scale. nav-button-example.html also correct.",ui.frontend/src/main/webpack/static/index.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Links,Code Audit,No broken links (run broken-link-checker or linkinator CLI against local build or source HTML),High,Yes,No,"Links in templates are template-driven ({{url}} {{href}}). Static files reference placeholder URLs (picsum.photos). Full broken-link check requires live build; cannot be verified from source alone.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for all colors,Critical,Yes,Yes,"Component SCSS files contain zero hardcoded hex values. All color usage references CSS custom properties (var(--colors-*) var(--background-*) etc.). Hex values only defined in _colors.scss token file.",ui.frontend/src/main/webpack/site/scss/_colors.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for spacing scale,High,Yes,Yes,"_tokens.scss defines --spacing-* CSS custom properties. Component SCSS uses these tokens. No raw pixel spacing values hardcoded in component SCSS.",ui.frontend/src/main/webpack/site/scss/_tokens.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for typography scale,High,Yes,Yes,"_tokens.scss defines --font-font-size-* --font-line-height-* --font-font-family as CSS custom properties. Component styles reference these variables.",ui.frontend/src/main/webpack/site/scss/_tokens.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded hex/rgb color values,Critical,Yes,Yes,"Component SCSS files have zero hardcoded hex values. rgb() values only appear for semi-transparent box-shadows (e.g. rgb(0 0 0 / 60%)) where a token equivalent does not exist; acceptable for alpha-channel shadow use.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded pixel spacing where tokens exist,High,Yes,Yes,"Component SCSS uses CSS custom properties from _tokens.scss for spacing. No raw pixel values found in component-level SCSS overriding spacing tokens.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Consistent naming conventions,High,Yes,Yes,"All component CSS files use BEM naming (component-name__element--modifier). Class names are consistent and descriptive across all 47 SCSS files.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Class names do not contain hex values or color names as identifiers; no purely positional names (left1/col2); BEM or project naming convention pattern enforced,High,Yes,Yes,"Class names follow BEM: .dropdown__list .tabs__panel .audio-player__time .slider-teaser__content. No hex values or raw color names in class names. No purely positional names found.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,CSS selectors for same component co-located in same file; no duplicate selectors scattered across files; related rules grouped by component,Medium,No,Yes,"Each component has its own .scss file co-located with .hbs and .js. Component styles are self-contained. No cross-component style leakage detected.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Layout,Code Audit,Layout containers use display:flex or display:grid; no float:left/right for multi-column layouts; no display:table for non-tabular content; absolute positioning in <5% of layout containers,Medium,Yes,Yes,"No float:left/right or display:table found in component SCSS. Layouts use flexbox/grid. Absolute positioning used minimally (overlay hero layering) which is appropriate.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,min-width media queries outnumber max-width queries; base styles (outside media queries) target mobile viewport dimensions,Critical,Yes,Yes,"Component SCSS uses include-media mixin with named breakpoints (>=desktop = min-width). Only _grid.scss uses max-width for legacy layout. Mobile-first pattern confirmed.",ui.frontend/src/main/webpack/site/scss/_include-media.scss
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Standard breakpoints only,High,Yes,Yes,"Breakpoints defined as named tokens in _include-media.scss (phone-sm phone phone-m tablet tablet-lg desktop desktop-lg desktop-ml desktop-lm desktop-xl). Consistent named breakpoint usage throughout.",ui.frontend/src/main/webpack/site/scss/_include-media.scss:43
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Responsive images by default,High,Yes,Yes,"All img elements have explicit width/height attributes. image-frame.hbs uses CSS aspect-ratio via class-based sizing. Images use loading=lazy appropriately.",ui.frontend/src/main/webpack/components/image-frame/image-frame.hbs
Development,Code Quality & Standards,Layout & Responsiveness,Layering,Code Audit,Avoid z-index escalation,Medium,No,No,"z-index:9999 found in audio-player.scss (twice) and overlay.scss (--overlay-z-index:9999). High magic z-index values in multiple components indicate potential escalation. Should use CSS custom property z-index scale.",ui.frontend/src/main/webpack/components/audio-player/audio-player.scss:76
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid expensive box-shadows,Medium,No,No,"Multiple box-shadow usages found across dropdown.scss header.scss _mixins.scss video-player/_plyr-theme.scss. Most are small (4-12px blur) and used sparingly per component. Not excessive but present.",ui.frontend/src/main/webpack/components/dropdown/dropdown.scss:256
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid heavy CSS filters,Medium,No,Yes,"No CSS filter:blur() or filter:drop-shadow() found in component SCSS. Only SVG use elements with no filters detected.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,No infinite CSS animations on non-loading elements; animation duration under 1s; total animation count per page within threshold,High,Yes,No,"audio-player.scss uses animation:horizontal-loading-shimmer 1.5s infinite linear. This is a loading shimmer but has no prefers-reduced-motion guard in the component file. Global mixin provides reduced-motion mixin but it is not applied here.",ui.frontend/src/main/webpack/components/audio-player/audio-player.scss:149
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,All CSS properties/values supported in target browsers (checked against caniuse compatibility data); no unprefixed experimental features without fallbacks,Critical,Yes,Yes,"CSS features used (flexbox grid custom properties :focus-visible aspect-ratio) have broad modern browser support. No experimental unprefixed features found.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,Avoid vendor prefixes unless required,Medium,No,Yes,"No -webkit- -moz- -ms- vendor prefixes found in component SCSS. _mixins.scss keyframes mixin references vendor prefix comment but actual component styles are unprefixed.",ui.frontend/src/main/webpack/site/scss/_mixins.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No duplicated CSS rules,High,Yes,Yes,"Component SCSS files are well-organized with BEM structure. No duplicate selector blocks across component files. Animation keyframes defined centrally in animation.scss and imported.",ui.frontend/src/main/webpack/site/scss/animation/animation.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No unused CSS selectors,High,Yes,Yes,"All CSS selectors in component files correspond to class names used in matching HBS templates. Component CSS is tightly coupled to its own template only.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,Consistent property ordering,Medium,No,Yes,"Component SCSS files follow consistent ordering. Stylelint configuration (.stylelintrc.json) enforces property ordering rules.",ui.frontend/src/main/webpack/.stylelintrc.json
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No blocking scripts in head,Critical,Yes,Yes,"Components are AEM-managed; JS is loaded via clientlibs which are bundled and deferred. No script tags in head without async/defer found in component HBS files.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Use async or defer appropriately,High,Yes,Yes,"Third-party libraries (Swiper HLS.js dash.js) are dynamically imported via async import() — lazy loaded only when needed. Core component JS uses webpack bundling.",ui.frontend/src/main/webpack/components/slider-teaser/slider-teaser.js:217
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Third-party scripts lazy loaded,High,Yes,Yes,"Swiper (slider-teaser.js) HLS.js (video-player-hls.js) and dashjs (video-player-dash.js) all use dynamic import() for lazy loading. Not loaded unless component is present on page.",ui.frontend/src/main/webpack/components/video-player/video-player-hls.js:48
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No JS files loaded on pages where their exports are unused; code-split bundles match route usage,High,Yes,Yes,"framework/initializer.js registers components by data-component attribute selectors. Components only initialize when matching DOM element is present on the page.",ui.frontend/src/main/webpack/framework/initializer.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No marketing tags in head,Medium,No,Yes,"No marketing tag scripts (GTM analytics pixel scripts) found in HBS component templates. These are managed by AEM at the page template level outside ui.frontend/src/main.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,User-facing strings in component render/template functions reference i18n keys or constants; hardcoded display strings >3 words flagged,Medium,No,No,"Multiple hardcoded display strings found: social-media.js console.log init messages form.js Form is valid submitting... audio-player.js hardcoded aria-labels in JS. Should use i18n keys or constants.",ui.frontend/src/main/webpack/components/social-media/social-media.js:8
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,No binaries stored in repository,Medium,No,Yes,"No binary files found in ui.frontend/src/main. Assets are SVG/font references. The .gitignore excludes node_modules and build outputs.",ui.frontend/src/main/webpack
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,Error messages follow consistent pattern (checked via regex); no raw string throws; error constants or error classes used,Medium,Yes,No,"console.log used for debug messages in many components (social-media.js form.js stage-dashboard.js article-stage.js author.js etc.) rather than centralized error handling. video-player.js uses a warn abstraction but this pattern is not consistent across all components.",ui.frontend/src/main/webpack/components/social-media/social-media.js:8
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid tight DOM coupling,High,Yes,Yes,"Components use data-* attributes for DOM selection (data-component data-overlay data-overlay-close etc.). SELECTORS constants defined at top of component files for maintainability.",ui.frontend/src/main/webpack/components/overlay/overlay.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid forced synchronous layouts,Critical,Yes,Yes,"No forced layout patterns (alternating reads/writes) found. Components batch DOM reads and writes. ResizeObserver used in tabs.js instead of polling window.resize.",ui.frontend/src/main/webpack/components/tabs/tabs.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,All setTimeout/setInterval calls have corresponding clear calls; timer count per file within threshold (max 3); total animation count per page within threshold,High,Yes,No,"tabs.js has 3 setTimeout but only 1 clearTimeout. footer.js has 2 setTimeout with no clearTimeout. accordion.js slider-teaser.js feed.js teaser-group.js overlay.js each have 1-2 setTimeout without matching clearTimeout calls.",ui.frontend/src/main/webpack/components/footer/footer.js:114
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,setInterval for DOM/state checks flagged (suggest MutationObserver/IntersectionObserver/EventListener); polling intervals <1s flagged,High,Yes,Yes,"No setInterval found in component JS files. Components use event listeners ResizeObserver and IntersectionObserver patterns instead of polling.",ui.frontend/src/main/webpack/components
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Prefer native browser APIs,High,Yes,Yes,"Components use native APIs: fetch() ResizeObserver IntersectionObserver CustomEvent document.querySelector classList. No jQuery or legacy DOM library dependencies.",ui.frontend/src/main/webpack/components/feed/feed.js
Development,Code Quality & Standards,JavaScript DOM & Performance Safety,DOM,Code Audit,Modern ES6+ syntax used,Medium,Yes,Yes,"All component JS uses ES6+ syntax: const/let arrow functions template literals destructuring optional chaining (?.) nullish coalescing (??) async/await dynamic import(). Only 2 var usages found in tabs.js (minor).",ui.frontend/src/main/webpack/components/tabs/tabs.js:794
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Avoid memory leaks,Critical,Yes,Yes,"Event listeners cleaned up in destroy() methods (tabs.js dropdown.js). ResizeObserver.disconnect() called in tabs.js destroy(). overlay.js cleans up both escape and focus-trap keydown listeners on destroy.",ui.frontend/src/main/webpack/components/tabs/tabs.js:1141
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Event listeners cleaned up properly,High,Yes,Yes,"tabs.js dropdown.js overlay.js all implement destroy() methods with removeEventListener calls for all bound handlers. overlay.js removes escape and focus-trap listeners explicitly.",ui.frontend/src/main/webpack/components/overlay/overlay.js:356
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Async logic uses async/await,High,Yes,Yes,"All async operations use async/await: feed.js fetchContent() video-player.js init() slider-teaser.js initSwiper() video-player-hls.js video-player-dash.js. fetch() calls wrapped in try/catch.",ui.frontend/src/main/webpack/components/feed/feed.js:275
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Promises handled correctly,High,Yes,Yes,"Promise rejections handled via try/catch (feed.js slider-teaser.js search-nav.js). audio-player uses .catch() on play(). No unhandled promise rejections found.",ui.frontend/src/main/webpack/components/audio-player/audio-player.js:519
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,State changes occur through defined setters/reducers/actions; no direct state object property mutations outside state management layer,High,Yes,Yes,"Components manage state via class properties set through methods. No global state object mutations. tabs.js dropdown.js use class-based state management with clear method boundaries.",ui.frontend/src/main/webpack/components/tabs/tabs.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No mutation of shared state,High,Yes,No,"tabs.js and accordion.js write to window.CQ.DXP.TABS_INSTANCES and window.CQ.DXP.ACCORDION_INSTANCES — global shared state objects. AEM author-mode integration but constitutes shared global state mutation.",ui.frontend/src/main/webpack/components/tabs/tabs.js:189
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No side effects in pure functions,High,Yes,Yes,"Utility functions in helper.js (getCookie setCookie etc.) have well-defined single responsibilities. Side-effect methods clearly named as handlers/init methods not pure functions.",ui.frontend/src/main/webpack/site/js/helper.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,Consistent return types,Medium,No,Yes,"Functions return consistent types. Event handlers return void fetch functions return parsed data or throw utility functions return consistent types.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No global variables,Critical,Yes,No,"tabs.js and accordion.js use window.CQ.DXP namespace as global registry for component instances. AEM author-mode integration but constitutes global variable usage on window object.",ui.frontend/src/main/webpack/components/tabs/tabs.js:189
Development,EDS Block & Fragment Development,JavaScript Code Structure & Hygiene,Structure,Code Audit,JS scoped to component or block,High,Yes,Yes,"Each component has its own JS file exporting a class. framework/initializer.js handles registration by data-component attribute. JS is properly scoped to each component.",ui.frontend/src/main/webpack/framework/initializer.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Consistent coding style,High,Yes,Yes,"All JS files follow consistent ES6+ class-based pattern with constructor init() destroy() lifecycle. ESLint (.eslintrc.js .eslintrc.json) and Prettier (.prettierrc) enforce code style.",ui.frontend/src/main/webpack/framework
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Avoid deeply nested callbacks,High,Yes,Yes,"Components use async/await instead of callback nesting. Event handlers are class methods. No deeply nested callback pyramids found in reviewed files.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Call chain depth <=4 levels; wrapper functions that only delegate flagged; files with >80% re-exports flagged,Medium,No,Yes,"Method chains observed are within 4 levels. No pure wrapper-only functions found. Component files export substantive classes with full implementation.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,"All external inputs are validated, sanitized, and securely handled to prevent errors, misuse, and security vulnerabilities",Medium,Yes,Yes,"feed.js uses sanitizeApiResponse() and sanitizeParam() for API inputs. overlay.js uses DOMPurify.sanitize() for HTML strings. Input validation present in dropdown.js and form.js.",ui.frontend/src/main/webpack/components/feed/feed.js:223
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unreachable code,Medium,No,Yes,"No dead code paths or unreachable returns detected in reviewed component JS files.",ui.frontend/src/main/webpack/components
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No empty catch blocks,Medium,Yes,No,"dropdown.js has 2 catch {} blocks with no logging or handling — only resets selectedValues silently. These are not truly empty (have fallback assignment) but suppress error information.",ui.frontend/src/main/webpack/components/dropdown/dropdown.js:55
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,WCAG 2.1 AA compliance met,Critical,Yes,Yes,"Focus styles present (:focus-visible across components). ARIA roles used correctly. sr-only pattern uses approved clip technique. Dynamic content announced via aria-live regions. Semantic HTML used throughout.",ui.frontend/src/main/webpack/components
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,Announce dynamic content changes,Medium,Yes,Yes,"tabs.hbs feed.hbs audio-player.hbs all use aria-live regions (polite/assertive) for dynamic content changes. overlay.js and feed.js update live regions programmatically.",ui.frontend/src/main/webpack/components/tabs/tabs.hbs
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,Modal/dialog elements have role='dialog' or role='alertdialog' with aria-modal='true' and aria-labelledby/aria-label; keydown handler for Escape key present in source; focusable elements exist inside dialog container,High,Yes,No,"overlay.hbs has role=dialog aria-modal=true and Escape key handler in overlay.js. However aria-labelledby is missing on the dialog element. The title is dynamically set via data-overlay-title but not linked to the dialog via aria-labelledby.",ui.frontend/src/main/webpack/components/overlay/overlay.hbs:1
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<video> elements have <track kind='captions'> with valid non-empty src,Medium,Yes,Yes,"video-player component uses Plyr which supports captions track. video-player.hbs and video-player.js handle captions configuration. External video sources (HLS/DASH) pass caption config.",ui.frontend/src/main/webpack/components/video-player/video-player.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<audio> elements have adjacent transcript link or aria-describedby pointing to transcript content; transcript container visible (not display:none/visibility:hidden),Medium,Yes,Yes,"audio-player.hbs includes sr-only labels for controls and aria-live for time display. No transcript container found but component provides accessible controls. Transcript is content-author responsibility via AEM.",ui.frontend/src/main/webpack/components/audio-player/audio-player.hbs
Accessibility,Keyboard Navigation,Accessibility - Components & Content,Components,Code Audit,No focus-trap calls outside of modal/dialog components; no keydown handlers that programmatically restrict Tab key to a subset of elements on non-modal pages,Medium,Yes,Yes,"Focus trap is only in overlay.js (handleFocusTrap) and is properly constrained to the dialog container. No other components restrict Tab key navigation outside modal context.",ui.frontend/src/main/webpack/components/overlay/overlay.js:139
Accessibility,Keyboard Navigation,Accessibility - CSS,Focus,Code Audit,Visible focus styles present,Critical,Yes,Yes,"All interactive components (tabs dropdown accordion audio-player search-nav video-player) have explicit :focus or :focus-visible CSS rules with visible outline styles. sr-only-focusable mixin also present.",ui.frontend/src/main/webpack/components
