Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,HTML Forms & Inputs,Forms,Code Audit,Avoid inline styles,Medium,No,Yes,"Only 15 inline style attributes in source markup (mostly author-view background-image previews, embed backgroundColor, clear:both). Styling overwhelmingly uses SCSS classes.",ui.apps/src
Development,HTML/CSS/JS Implementation (HTML-first),HTML Forms & Inputs,Forms,Code Audit,Accessible names for interactive elements,Critical,Yes,No,"21 templates contain <button> elements with no visible text and no aria-label/aria-labelledby/title (searchbar dropdowns, modal close, date pickers, login forms).",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/searchbar/main-search-bar.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Images with role='presentation' or aria-hidden='true' have empty alt; standalone <img> without adjacent text and without alt flagged; hero/banner images verified to have non-empty alt >10 chars; <img> in decorative containers verified to have empty alt or role='presentation',High,Yes,No,"4 <img> tags lack alt and are not marked decorative (item-blocks.html, list.html, emptytextimage.html, author-placeholders.html). 4 images have alt text ≤10 chars. No decorative images with non-empty alt found.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/allbookings/item-blocks.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Alt text is not a filename or path; not generic (image/photo/icon/picture/graphic/banner/logo without qualifier); between 5-125 characters; does not duplicate adjacent text content; does not begin with 'image of'/'picture of'/'photo of'; alt on linked images describes destination,Critical,Yes,No,"Most alt text is descriptive and within length limits. Violations: basket.html uses alt=""spa"" (3 chars, non-descriptive); author-placeholders.html has short alt. No widespread filename/generic alt patterns.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/header/basket.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Tables,Code Audit,Tables use thead and tbody,High,Yes,No,"7 table templates omit thead and/or tbody (costbreakdown, refundsummary, detailedreceipt, activity-costbreakdown, basket).",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/costbreakdown/costbreakdown.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Tables,Code Audit,Table headers use th,High,Yes,Yes,All tables in ui.apps use <th> for column headers (e.g. costbreakdown.html receipt headers). No tables found using <td> for header cells only.,ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/costbreakdown/costbreakdown.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Lists,Code Audit,Lists use ul or ol correctly,High,Yes,Yes,"Navigation and content lists predominantly use <ul>/<ol>. Standalone <li> in sub-menu-template.html are HTL partials included inside parent <ul> menus, not div-based faux lists.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/searchresults/v1/searchresults/author-view.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Page <title> exists; is >10 characters; not a default value (Untitled/Document/Home/Page/Website/Welcome); follows consistent pattern across site (e.g. 'Page - Site' or 'Page | Site' separator detected),Critical,Yes,Yes,head.js sets <title> as pageTitle/title + ' | Center Parcs' via head.html. No default Untitled/Home placeholders found. Dynamic AEM titles exceed 10 chars when page has content.,ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/head.js
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Code Audit,Meta viewport configured correctly,High,Yes,Yes,"Primary page head.html includes <meta name=""viewport"" content=""width=device-width, initial-scale=1""/>. XF page template also sets responsive viewport.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/head.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,IDs,Code Audit,No duplicate IDs,Critical,Yes,No,"64 static id values reused across templates (email×8, firstName×8, modal_desc×7). 14 files duplicate ids within the same template. Form/modal ids are not namespaced per instance.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/forms/personaldetails/partials/contact-details.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,No invalid HTML nesting,Critical,Yes,Yes,"Line-level scan found no nested <a> in <a>, <button> in <button>, or <p> wrapping <div>. HTL/Vue templates use conventional block/inline structure. No HTML validator in CI.",ui.apps/src
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,HTML validates without errors,Critical,Yes,No,"No HTML validation step in package.json, pom.xml, or GitHub workflows. W3C/htmlhint not configured; cannot confirm zero validation errors.",.github
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA roles do not duplicate native semantics,High,Yes,No,"Redundant ARIA on native elements: role=""button"" on <a> (refundsummary), role=""heading"" on <h2>/<h3> (basket.html), role=""main"" on <motion> (claimbooking, voucher-code, basket).",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/content/refundsummary/refundsummary-publish-view.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,Avoid misuse of ARIA roles,High,Yes,No,"Misused roles: role=""heading"" on <span> (footer-component.html), role=""main"" on generic <motion> wrappers instead of <main>, role=""navigation"" on <nav> is acceptable.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/footer-component/footer-component.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA used only when necessary,Medium,No,No,"Excessive redundant ARIA across aquasana basket/booking templates (role=heading on headings, aria-label duplicating visible text). Native HTML would suffice in most cases.",ui.apps/src/main/content/jcr_root/apps/aquasana/components/content/basket/v2/basket/basket.html
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Code Audit,Meta tags do not block zoom,Medium,No,Yes,"Viewport meta uses width=device-width, initial-scale=1 without user-scalable=no or maximum-scale=1. No zoom-blocking meta tags found.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Links,Code Audit,No broken links (run broken-link-checker or linkinator CLI against local build or source HTML),High,Yes,No,No broken-link-checker/linkinator step in CI or audit scripts. AEM dynamic hrefs prevent reliable static link validation without deployed build.,.github
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for all colors,Critical,Yes,No,"Colors defined as Sass $ variables in 01_variables.scss ($block-primary-orange, etc.), not CSS custom properties. Only 7 var(--*) usages in SCSS; 277 hardcoded hex values remain.",ui.frontend/src/main/patternlab-aem/src/scss/base/01_variables.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for spacing scale,High,Yes,No,"Spacing scale is implemented as SCSS variables ($padding-1, $padding-2, etc.) in 01_variables.scss, not as a CSS custom-properties scale. Grep of ui.frontend *.scss found no :root/--spacing token definitions. Only isolated runtime vars (e.g. var(--padding) in accommodation-date-skipper) appear; most layout spacing uses $padding-* or raw px/rem.",ui.frontend/src/main/patternlab-aem/src/scss/base/01_variables.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for typography scale,High,Yes,No,"Typography scale is defined as SCSS variables ($font-size-8 through $font-size-30, $font-size-default) in cp-font.scss with px-to-em(), not as CSS custom properties. No project-wide var(--*) typography token layer found in *.scss.",ui.frontend/src/main/patternlab/source/styles/global/cp-font.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded hex/rgb color values,Critical,Yes,No,Large-scale use of hardcoded hex/rgb across SCSS: grep counted 771 hex/rgba matches under ui.frontend *.scss. Examples include inline colors (e.g. ReservationHero.scss) and many Storybook component SCSS variables. Requirement not met project-wide.,ui.frontend/src/main/storybook/src/components/ReservationHero/ReservationHero.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded pixel spacing where tokens exist,High,Yes,No,SCSS spacing tokens ($padding-* in Pattern Lab/global) exist but many components use literal px/rem for padding/margin/gap instead. Rough count: 626 *.scss lines matching pixel-based padding/margin/gap patterns under ui.frontend. Not consistently token-backed.,ui.frontend/src/main/storybook/src/components/Villagelocation/Villagelocation.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Consistent naming conventions,High,Yes,No,"Naming is not uniformly applied across stacks: AEM SCSS organized as kebab-case module folders vs Storybook PascalCase components; selectors mix strict BEM (e.g. .nav__item in primary-nav.scss) with ad hoc camelCase utility classes (.searchDropownOpen in Page.scss). SCSS vars also vary ($padding-*, $font-size-*, $background-color_*). Enough drift to fail a single-standard convention.",ui.frontend/src/main/storybook/src/components/Page/Page.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Class names do not contain hex values or color names as identifiers; no purely positional names (left1/col2); BEM or project naming convention pattern enforced,High,Yes,No,"Class names embed color semantics and presentation: e.g. .btn--blue, .btn--light-grey, .btn--search-green (button.scss), .orange/.light-blue (basket.scss), .green-hyperlink (textImage.scss), Storybook Colors.scss uses .color--white/.color--black etc. BEM-ish patterns appear in places but modifiers often encode color/position semantics rather than structure-only naming. Requirement not enforced.",ui.frontend/src/main/patternlab/source/styles/patterns/01-atoms/button/button.scss
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,CSS selectors for same component co-located in same file; no duplicate selectors scattered across files; related rules grouped by component,Medium,No,No,"Same component selectors appear across multiple SCSS boundaries: `.search-bar` is referenced from Pattern Lab (organism + templates/pages), AEM module files (search-bar.scss, dates, activities-searchbar), and Storybook ReservationHero.scss (10 grep hits). Structural goal of single-file/co-located selectors is not consistently met.",ui.frontend/src/main/patternlab/source/styles/patterns/03-organisms/search-bar/search-bar.scss
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Layout,Code Audit,Layout containers use display:flex or display:grid; no float:left/right for multi-column layouts; no display:table for non-tabular content; absolute positioning in <5% of layout containers,Medium,Yes,No,"Legacy layout patterns remain widespread: 267 occurrences of float:left/right in *.scss across ui.frontend (e.g. booking-block.scss uses floats for column-like layout alongside display:table/table-cell rows). Multiple non-vendor screens use display:table/table-cell/clearfix-based table patterns (booking-block.scss, basket/cost-breakdown-bundle, AEM guest-details, category-block). position:absolute occurs 328 times vs flex/grid ~379—not evidence of rare absolute positioning. Modern flex/grid is present but criteria are not satisfied holistically.",ui.frontend/src/main/patternlab/source/styles/patterns/02-molecules/booking-block/booking-block.scss
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,min-width media queries outnumber max-width queries; base styles (outside media queries) target mobile viewport dimensions,Critical,Yes,No,"Mobile-first/targeting criterion not met numerically: simple token counts across ui.frontend *.scss show `max-width` appears 394 times vs `min-width` 234—max-width dominates. Mixins reinforce desktop-down patterns (see 02_mixins.scss exporting max-width based helpers used across AEM/item-card/etc.). Indicates legacy max-width breakpoints are primary, conflicting with checklist.",ui.frontend/src/main/patternlab-aem/src/scss/base/02_mixins.scss
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Standard breakpoints only,High,Yes,No,"Many ad hoc literal breakpoints appear outside a single shared token table: Storybook AccommodationGallery uses 834px; request-brochure uses 600/768/960; enhancement-shimmer mixes 649/650/1200/1350; Notification uses 725px; Pattern Lab global-styles uses 42em. Combined with dozens of SCSS variables ($large, $med, custom Storybook breakpoints), breakpoint usage is heterogeneous rather than a locked standard palette only.",ui.frontend/src/main/patternlab-aem/src/scss/modules/enhancement/enhancement-shimmer.scss
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Responsive images by default,High,Yes,No,"AEM Core Image-derived HTL templates (core-components/image, galleryitem) emit srcset+sizes+lasy loading. However many authored templates bypass this pattern: examples include thumbnail <img src only> (uxp-commons/content/core-components/list/list.html), static marketing preview images without srcset (searchresults/author-view.html), Vue inline :src singular URLs (restaurants booking block), Storybook/front-end patterns lack systematic srcset. Not project-wide ""by default"".",ui.apps/src/main/content/jcr_root/apps/uxp-commons/components/content/core-components/list/list.html
Development,Code Quality & Standards,Layout & Responsiveness,Layering,Code Audit,Avoid z-index escalation,Medium,No,No,"z-index layering is uncontrolled escalation: audited *.scss literals include 10999–120001, quad-9 stacks (multiple 9999), plus explicit 999999 in enhancement.scss (called out even in helpers/z-index.scss commentary). Presence of arbitrarily large competing values defeats 'avoid escalation' discipline.",ui.frontend/src/main/patternlab-aem/src/scss/modules/enhancement/enhancement.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid expensive box-shadows,Medium,No,No,"68 box-shadow declarations in ui.frontend SCSS include stacked multi-layer shadows (e.g., details-page/global-styles patterns with two comma-separated shadows) and high-blur composites (credit-card molecule: blur 28px paired with secondary drop; Storybook Carousel/Expandable variants up to blur 30px). These materially increase repaint cost versus flat UI and are adopted without restraint.",ui.frontend/src/main/patternlab/source/styles/patterns/02-molecules/credit-card/credit-card.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid heavy CSS filters,Medium,No,No,"CSS filters persist beyond typography tweaks: grayscale on buttons/global-styles/accepted-cards, legacy IE gradients, Owl Alpha filters—and notably heavy multi-function filters (`brightness sepia hue-rotate saturate` chain) applied in basket.scss for icon treatment. These incur compositing cost and conflict with 'avoid heavy filters' guidance.",ui.frontend/src/main/patternlab/source/styles/patterns/02-molecules/basket/basket.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,No infinite CSS animations on non-loading elements; animation duration under 1s; total animation count per page within threshold,High,Yes,No,"Infinite CSS animations recur outside tight loader-only usage: shimmer skeleton utility sets `animation: shimmer 1.5s infinite linear` (helpers/animation.scss)—exceeds the <1s duration rule when applied to `.timeline-placeholder`. Same 1.5s infinite shimmer is duplicated on Storybook TickerTape loading state (`&.timeline-loading`). Additional skeleton modules (`*shimmer.scss`, facebook-placeholder) iterate infinitely. Spinner/photoswipe vendor loaders are arguably OK, but the decorative/skeleton ticker pattern violates stated constraints cumulatively.",ui.frontend/src/main/patternlab-aem/src/scss/helpers/animation.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,All CSS properties/values supported in target browsers (checked against caniuse compatibility data); no unprefixed experimental features without fallbacks,Critical,Yes,No,"No repo-level evidence browsers were validated vs caniuse (no automation/config captured). Styles mix legacy IE-era filters (progid:DXImageTransform) with modern visuals, and newer properties appear without guarded fallbacks—e.g. multiple backdrop-filter blur usages in Storybook SCSS with no accompanying -webkit prefix or translucent solid fallback verified in-repo.",ui.frontend/src/main/storybook/src/components/AccommodationGallery/AccommodationGallery.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,Avoid vendor prefixes unless required,Medium,No,No,"Authoring still vendors large third-party prefixed CSS into the repo (normalize, Owl/Slick carousel SCSS forks) yielding dozens of manual `-webkit-/-moz-/-ms-` occurrences even where build-time autoprefix could manage standard properties. First-party usages also carry legacy knobs (e.g. `-webkit-overflow-scrolling` in date-skipper). Overall duplication exceeds a minimal-prefix policy.",ui.frontend/src/main/patternlab/source/styles/tools/vendor.slick-carousel.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No duplicated CSS rules,High,Yes,No,"Identical authored declarations recur across disparate SCSS targets—same dual-layer box shadow string is copy-pasted in details-page.scss, main-search-bar-vertical.scss, and AEM details-block.scss. Parallel Pattern Lab vs AEM bundles (massive duplicated search-bar sources) amplify rule repetition. Requirement of no duplicated CSS is not upheld.",ui.frontend/src/main/patternlab-aem/src/scss/modules/details-block/details-block.scss
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No unused CSS selectors,High,Yes,No,"No CSS dead-code tooling is configured around the AEM clientlibs: clientlib.generator copies entire compiled bundles (`*site*/*.css`) without PurgeCSS/coverage tooling (repo search shows no purge pipeline). Architectural Pattern Lab + global site stylesheet model ships broad selector surface per page, guaranteeing unused selectors at runtime.",ui.frontend/src/main/patternlab-aem/clientlib.config.js
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,Consistent property ordering,Medium,No,No,Stylelint baseline extends standard Sass guidelines but `.stylelintrc.yml` does not enable any declaration-order plugin (`properties-order`/SMACSS/CSSComb analog). Repo therefore lacks automation ensuring consistent grouping (position→box-model→typography→visual). Developers can arbitrarily order declarations; no evidenced convention enforcement.,.stylelintrc.yml
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No blocking scripts in head,Critical,Yes,No,"Head partial `headlibs.html` injects synchronous third-party/marketing payloads: Launch script appended as `<script type=""text/javascript"" src=""${...launchScriptUrl}""></script>` with no defer/async/module attribute, guaranteeing parser-blocking evaluation in head. AEM ContextHub include also precedes footer work. Blocking-by-default contradicts guideline despite async CSS loaders.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/headlibs.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Use async or defer appropriately,High,Yes,No,"Global head wiring still drops classic sync script tags: Launch analytics URL is wired without `defer`/`async`, so pages cannot guarantee non-blocking JS delivery. Other clientlib includes rely on AEM helpers, but this explicit tag alone breaks the policy of consistently choosing async/defer semantics for third-party JS.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/headlibs.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Third-party scripts lazy loaded,High,Yes,No,"Third-party payloads (Adobe Launch via `launchScriptUrl`) load immediately as parser-blocking script includes in `headlibs.html` with no dynamic import/idle/onload gating. Adobe Typekit CSS is render-linked but still eagerly requested. No pattern (e.g., user interaction, Partytown, requestIdleCallback loader) demonstrates systematic lazy loading of marketing/analytics vendors.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/headlibs.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No JS files loaded on pages where their exports are unused; code-split bundles match route usage,High,Yes,No,"Webpack still injects jQuery globally via `ProvidePlugin` for every entry, guaranteeing unused-heavy globals on routes that never touch DOM helpers. AEM clientlib packaging copies whole `site` aggregates per template styling without tree-shaken route manifests. While alternate entries exist (booking/itinerary), there is no static proof every page restricts JS graphs to exported usage only—risk remains that large shared bundles hitchhike universally.",ui.frontend/src/main/patternlab-aem/webpack.common.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No marketing tags in head,Medium,No,No,"Adobe Launch container (`launchScriptUrl`) renders inside `headlibs.html`, i.e., still within head-adjacent global includes before body execution—classic marketing/analytics tagging surface. Requirement aims to keep marketing payloads out of head; current integration contradicts.",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/page/v1/page/partials/headlibs.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,User-facing strings in component render/template functions reference i18n keys or constants; hardcoded display strings >3 words flagged,Medium,No,No,"Author mode templates embed long literal English UX copy unrelated to dictionary keys—for example basket preview markup hardcodes `'1 Spa Session and 1 Badminton session'` plus placeholders like `'Save upto'`. Numerous fallbacks `'My Basket'`, `'Held Until'` use inline strings versus i18n lookup. Matches checklist flag (>3-word literals).",ui.apps/src/main/content/jcr_root/apps/centerparcs/components/structure/header/basket.html
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,No binaries stored in repository,Medium,No,Yes,"Verified with git ls-files: no tracked .jar/.war/.class/.exe/.dll or other executable/build binary artifacts; node_modules not committed. Images/fonts (355 paths) are normal web assets, not inappropriate repo binaries.",
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,Error messages follow consistent pattern (checked via regex); no raw string throws; error constants or error classes used,Medium,Yes,Yes,"Grepped first-party UI under ui.frontend/src/main (excluding node_modules, dist) and other frontends: no `throw '...'` / `throw ""...""` matches. Hand-written code uses `throw new Error(...)` (e.g. storybook scripts). Bundled output contains many throws from dependencies. No single project-wide error-constants module observed, but the checklist’s “no raw string throws” and use of Error objects is met for authored code.",ui.frontend/src/main/storybook/scripts/aem-story-importer.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid tight DOM coupling,High,Yes,No,"Many components use global document.querySelector/querySelectorAll against BEM class names outside their instance root (e.g. accommodation-list.vue, accommodation-card/index.vue, site centerparcs.js, dynamicLoader.js). This couples logic to page-wide selectors and sibling regions rather than refs/$el-scoped access.",ui.frontend/src/main/patternlab-aem/src/js/accommodation-search/accommodation-results/accommodation-list.vue
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid forced synchronous layouts,Critical,Yes,Yes,"Scroll/sticky utilities defer work with requestAnimationFrame (e.g. scroll-monitor-base.js, sticky-element.js), avoiding per-scroll synchronous layout thrashing. Layout metrics (offsetHeight, getBoundingClientRect) appear in expected places (positioning, date picker, vendor pikaday) without an obvious read→write→read loop in the spots reviewed.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/scroll-monitor-base.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,All setTimeout/setInterval calls have corresponding clear calls; timer count per file within threshold (max 3); no timers <100ms,High,Yes,No,"Automated scan of patternlab-aem/src: several first-party setTimeout(..., 10) calls (e.g. centerparcs.js, events-site/centerparcs.js, accommodation-filter-results, personal-details-section.js) violate the <100ms rule. Multiple files exceed 3 timers/file (vendor photoswipe/jquery and some bundled library chunks). Clear pairing with clearTimeout/clearInterval not fully verified in this pass.",ui.frontend/src/main/patternlab-aem/src/js/centerparcs.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,setInterval for DOM/state checks flagged (suggest MutationObserver/IntersectionObserver/EventListener); polling intervals <1s flagged,High,Yes,No,"Vendor PhotoSwipe uses setInterval to poll viewport/size state (1000ms) for legacy iOS (see photoswipe.js ~972–976). PhotoSwipe UI can register idle polling via setInterval tied to timeToIdle. First-party worker timers are long-interval token refresh, not DOM polling. The checklist disfavors setInterval-based DOM/state checks.",ui.frontend/src/main/patternlab-aem/src/js/common-libs/photoswipe.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Prefer native browser APIs,High,Yes,No,"Modern Vue 3 and native DOM APIs are used widely, but jQuery is still required for Slick Slider integration (e.g. cp-list-slider.js, itinerary grid-nav.js, avatars.js via window.jQuery). Lodash-style utilities remain in several modules. This falls short of consistently preferring native APIs.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/cp-list-slider.js
Development,Code Quality & Standards,JavaScript DOM & Performance Safety,DOM,Code Audit,Modern ES6+ syntax used,Medium,Yes,Yes,"Webpack/Babel transpilation; widespread import/export, const/let, arrow functions, and Vue 3 SFCs. Spot-check shows legacy `var` in a handful of places and vendor code uses older style, but first-party code is predominantly ES6+.",ui.frontend/src/main/patternlab-aem/webpack.prod.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Avoid memory leaks,Critical,Yes,Yes,"Cannot exhaustively prove zero leaks in one pass. Codebase shows intentional cleanup patterns (removeEventListener in search-bar modules, slick('destroy'), StickyElement.remove disconnecting observers/listeners, shared event-dispatcher teardown). Remaining risk in long-lived window listeners and third-party plugins is unverified but not an obvious systematic absence of teardown.",ui.frontend/src/main/patternlab-aem/src/js/common-ui/sticky-element.js
